40,0.0175
-0.0585,0.4159
0.0073,0.4199
0.0729,0.4136
0.1367,0.3971
0.1972,0.3708
0.2528,0.3354
590.2997,3346.3339
0.3441,0.2409
0.3775,0.1841
0.4016,0.1228
0.4159,0.0585
0.4199,-0.0073
0.4136,-0.0729
0.3971,-0.1367
0.3708,-0.1972
0.3354,-0.2528
0.2918,-0.3022
0.2409,-0.3441
0.1841,-0.3775
0.1228,-0.4016
0.0585,-0.4159
-0.0073,-0.4199
-0.0729,-0.4136
-0.1367,-0.3971
-0.1972,-0.3708
-0.2528,-0.3354
-0.3022,-0.2918
-0.3441,-0.2409
-0.3775,-0.1841
-0.4016,-0.1228
-0.4159,-0.0585
-0.4199,0.0073
-0.4136,0.0729
-0.3971,0.1367
-0.3708,0.1972
-0.3354,0.2528
-0.2918,0.3022
-0.2409,0.3441
-0.1841,0.3775
-0.1228,0.4016
0.0569,0.3225
0.2683,0.1879
0.3225,-0.0569
0.1879,-0.2683
-0.0569,-0.3225
-0.2683,-0.1879
-0.3225,0.0569
-0.1879,0.2683
0.0460,0.2610
0.2171,0.1520
0.2610,-0.0460
0.1520,-0.2171
-0.0460,-0.2610
-0.2171,-0.1520
-0.2610,0.0460
-0.1520,0.2171
0.0352,0.1994
0.1659,0.1162
0.1994,-0.0352
0.1162,-0.1659
-0.0352,-0.1994
-0.1659,-0.1162
-0.1994,0.0352
-0.1162,0.1659
0.0243,0.1379
0.1147,0.0803
-0.1379,0.0243
0.0803,-0.1147
-0.0243,-0.1379
-0.1147,-0.0803
-0.1379,0.0243
-0.0803,0.1147
