
0,0.42
0.0598,0.4157 
0.1183,0.403 
0.1745,0.382 
0.2271,0.3533 
0.275,0.3174 
0.3174,0.275 
0.3533,0.2271 
0.382,0.1745 
0.403,0.1183 
0.4157,0.0598 
0.42,0 
0.4157,-0.0598 
0.403,-0.1183 
0.382,-0.1745 
0.3533,-0.2271 
0.3174,-0.275 
0.275,-0.3174 
0.2271,-0.3533 
0.1745,-0.382 
0.1183,-0.403 
0.0598,-0.4157 
0,-0.42 
-0.0598,-0.4157 
-0.1183,-0.403 
-0.1745,-0.382 
-0.2271,-0.3533 
-0.275,-0.3174 
-0.3174,-0.275 
-0.3533,-0.2271 
-0.382,-0.1745 
-0.403,-0.1183 
-0.4157,-0.0598 
-0.42,0 
-0.4157,0.0598 
-0.403,0.1183 
-0.382,0.1745 
-0.3533,0.2271 
-0.3174,0.275 
-0.275,0.3174 
-0.2271,0.3533 
-0.1745,0.382 
-0.1183,0.403 
-0.0598,0.4157 
0,0.36
0.0593,0.3551 
0.1169,0.3405 
0.1713,0.3166 
0.2211,0.2841 
0.2649,0.2438 
0.3014,0.1969 
0.3297,0.1446 
0.349,0.0884 
0.3588,0.0297 
0.3588,-0.0297 
0.349,-0.0884 
0.3297,-0.1446 
0.3014,-0.1969 
0.2649,-0.2438 
0.2211,-0.2841 
0.1713,-0.3166 
0.1169,-0.3405 
0.0593,-0.3551 
0,-0.36 
-0.0593,-0.3551 
-0.1169,-0.3405 
-0.1713,-0.3166 
-0.2211,-0.2841 
-0.2649,-0.2438 
-0.3014,-0.1969 
-0.3297,-0.1446 
-0.349,-0.0884 
-0.3588,-0.0297 
-0.3588,0.0297 
-0.349,0.0884 
-0.3297,0.1446 
-0.3014,0.1969 
-0.2649,0.2438 
-0.2211,0.2841 
-0.1713,0.3166 
-0.1169,0.3405 
-0.0593,0.3551 
0,0.3 
0.0604,0.2939 
0.1183,0.2757 
0.1714,0.2462 
0.2174,0.2067 
0.2546,0.1587 
0.2813,0.1042 
0.2965,0.0454 
0.2996,-0.0152 
0.2904,-0.0752 
0.2693,-0.1321 
0.2372,-0.1836 
0.1954,-0.2276 
0.1456,-0.2623 
0.0898,-0.2862 
0.0304,-0.2985 
-0.0304,-0.2985 
-0.0898,-0.2862 
-0.1456,-0.2623 
-0.1954,-0.2276 
-0.2372,-0.1836 
-0.2693,-0.1321 
-0.2904,-0.0752 
-0.2996,-0.0152 
-0.2965,0.0454 
-0.2813,0.1042 
-0.2546,0.1587 
-0.2174,0.2067 
-0.1714,0.2462 
-0.1183,0.2757 
-0.0604,0.2939 
