0,0.405
0.0969,0.3932 
0.1882,0.3586 
0.2686,0.3031 
0.3333,0.2301 
0.3787,0.1436 
0.402,0.0488 
0.402,-0.0488 
0.3787,-0.1436 
0.3333,-0.2301 
0.2686,-0.3031 
0.1882,-0.3586 
0.0969,-0.3932 
0,-0.405 
-0.0969,-0.3932 
-0.1882,-0.3586 
-0.2686,-0.3031 
-0.3333,-0.2301 
-0.3787,-0.1436 
-0.402,-0.0488 
-0.402,0.0488 
-0.3787,0.1436 
-0.3333,0.2301 
-0.2686,0.3031 
-0.1882,0.3586 
-0.0969,0.3932 

0,0.308 
0.0908,0.2943
0.1735,0.2545 
0.2408,0.192 
0.2867,0.1125 
0.3071,0.023 
0.3003,-0.0685 
0.2667,-0.154 
0.2095,-0.2258 
0.1336,-0.2775 
0.0459,-0.3046 
-0.0459,-0.3046 
-0.1336,-0.2775 
-0.2095,-0.2258 
-0.2667,-0.154 
-0.3003,-0.0685 
-0.3071,0.023 
-0.2867,0.1125 
-0.2408,0.192 
-0.1735,0.2545 
-0.0908,0.2943

0,0.211 
0.0915,0.1901 
0.165,0.1316 
0.2057,0.047 
0.2057,-0.047 
0.165,-0.1316 
0.0915,-0.1901 
0,-0.211 
-0.0915,-0.1901 
-0.165,-0.1316 
-0.2057,-0.047 
-0.2057,0.047 
-0.165,0.1316 
-0.0915,0.1901 

