72,0.0175
-0.0000,0.4200
0.0657,0.4148
0.1298,0.3994
0.1907,0.3742
0.2469,0.3397
0.2970,0.2970
0.3398,0.2469
0.3742,0.1907
0.3995,0.1298
0.4148,0.0657
0.4200,0.0000
0.4148,-0.0657
0.3994,-0.1298
0.3742,-0.1907
0.3397,-0.2469
0.2970,-0.2970
0.2469,-0.3398
0.1907,-0.3742
0.1298,-0.3995
0.0657,-0.4148
0.0000,-0.4200
-0.0657,-0.4148
-0.1298,-0.3994
-0.1907,-0.3742
-0.2469,-0.3397
-0.2970,-0.2970
-0.3398,-0.2469
-0.3742,-0.1907
-0.3995,-0.1298
-0.4148,-0.0657
-0.4200,-0.0000
-0.4148,0.0657
-0.3994,0.1298
-0.3742,0.1907
-0.3397,0.2469
-0.2970,0.2970
-0.2469,0.3398
-0.1907,0.3742
-0.1298,0.3995
-0.0657,0.4148
0.1012,0.3115
0.2918,0.1487
0.3115,-0.1012
0.1487,-0.2918
-0.1012,-0.3115
-0.2918,-0.1487
-0.3115,0.1012
-0.1487,0.2918
0.0819,0.2520
0.2361,0.1203
0.2520,-0.0819
0.1203,-0.2361
-0.0819,-0.2520
-0.2361,-0.1203
-0.2520,0.0819
-0.1203,0.2361
0.0626,0.1926
0.1804,0.0919
0.1926,-0.0626
0.0919,-0.1804
-0.0626,-0.1926
-0.1804,-0.0919
-0.1926,0.0626
-0.0919,0.1804
0.0433,0.1331
0.1247,0.0636
0.1331,-0.0433
0.0636,-0.1247
-0.0433,-0.1331
-0.1247,-0.0636
-0.1331,0.0433
-0.0636,0.1247
