40,0.0175
-0.0439,0.4177
0.0220,0.4194
0.0873,0.4108
0.1505,0.3921
0.2100,0.3637
0.2643,0.3264
706.7254,3323.6942
0.3523,0.2288
0.3837,0.1709
0.4057,0.1087
0.4177,0.0439
0.4194,-0.0220
0.4108,-0.0873
0.3921,-0.1505
0.3637,-0.2100
0.3264,-0.2643
0.2810,-0.3122
0.2288,-0.3523
0.1709,-0.3837
0.1087,-0.4057
0.0439,-0.4177
-0.0220,-0.4194
-0.0873,-0.4108
-0.1505,-0.3921
-0.2100,-0.3637
-0.2643,-0.3264
-0.3122,-0.2810
-0.3523,-0.2288
-0.3837,-0.1709
-0.4057,-0.1087
-0.4177,-0.0439
-0.4194,0.0220
-0.4108,0.0873
-0.3921,0.1505
-0.3637,0.2100
-0.3264,0.2643
-0.2810,0.3122
-0.2288,0.3523
-0.1709,0.3837
-0.1087,0.4057
0.0681,0.3203
0.2747,0.1784
0.3203,-0.0681
0.1784,-0.2747
-0.0681,-0.3203
-0.2747,-0.1784
-0.3203,0.0681
-0.1784,0.2747
0.0551,0.2592
0.2223,0.1443
0.2592,-0.0551
0.1443,-0.2223
-0.0551,-0.2592
-0.2223,-0.1443
-0.2592,0.0551
-0.1443,0.2223
0.0421,0.1981
0.1698,0.1103
0.1981,-0.0421
0.1103,-0.1698
-0.0421,-0.1981
-0.1698,-0.1103
-0.1981,0.0421
-0.1103,0.1698
0.0291,0.1369
0.1174,0.0763
-0.1369,0.0291
0.0763,-0.1174
-0.0291,-0.1369
-0.1174,-0.0763
-0.1369,0.0291
-0.0763,0.1174
