72,0.0175
0.1016,0.4075
0.1641,0.3866
0.2226,0.3562
0.2756,0.3170
0.3218,0.2700
0.3600,0.2163
0.3894,0.1574
0.4092,0.0945
0.4189,0.0293
0.4184,-0.0366
0.4075,-0.1016
0.3866,-0.1641
0.3562,-0.2226
0.3170,-0.2756
0.2700,-0.3218
0.2163,-0.3600
0.1574,-0.3894
0.0945,-0.4092
0.0293,-0.4189
-0.0366,-0.4184
-0.1016,-0.4075
-0.1641,-0.3866
-0.2226,-0.3562
-0.2756,-0.3170
-0.3218,-0.2700
-0.3600,-0.2163
-0.3894,-0.1574
-0.4092,-0.0945
-0.4189,-0.0293
-0.4184,0.0366
-0.4075,0.1016
-0.3866,0.1641
-0.3562,0.2226
-0.3170,0.2756
-0.2700,0.3218
-0.2163,0.3600
-0.1574,0.3894
-0.0945,0.4092
-0.0293,0.4189
0.0366,0.4184
0.0285,0.3263
0.2509,0.2105
0.3263,-0.0285
0.2105,-0.2509
-0.0285,-0.3263
-0.2509,-0.2105
-0.3263,0.0285
-0.2105,0.2509
0.0231,0.2640
0.2030,0.1704
0.2640,-0.0231
0.1704,-0.2030
-0.0231,-0.2640
-0.2030,-0.1704
-0.2640,0.0231
-0.1704,0.2030
0.0176,0.2017
0.1551,0.1302
0.2017,-0.0176
0.1302,-0.1551
-0.0176,-0.2017
-0.1551,-0.1302
-0.2017,0.0176
-0.1302,0.1551
0.0122,0.1395
0.1073,0.0900
0.1395,-0.0122
0.0900,-0.1073
-0.0122,-0.1395
-0.1073,-0.0900
-0.1395,0.0122
-0.0900,0.1073
