40,0.0175
0.0146,0.4197
0.0801,0.4123
0.1436,0.3947
0.2036,0.3673
0.2586,0.3309
0.3072,0.2864
1162.4165,3192.9911
0.3807,0.1775
0.4038,0.1158
0.4169,0.0512
0.4197,-0.0146
0.4123,-0.0801
0.3947,-0.1436
0.3673,-0.2036
0.3309,-0.2586
0.2864,-0.3072
0.2349,-0.3482
0.1775,-0.3807
0.1158,-0.4038
0.0512,-0.4169
-0.0146,-0.4197
-0.0801,-0.4123
-0.1436,-0.3947
-0.2036,-0.3673
-0.2586,-0.3309
-0.3072,-0.2864
-0.3482,-0.2349
-0.3807,-0.1775
-0.4038,-0.1158
-0.4169,-0.0512
-0.4197,0.0146
-0.4123,0.0801
-0.3947,0.1436
-0.3673,0.2036
-0.3309,0.2586
-0.2864,0.3072
-0.2349,0.3482
-0.1775,0.3807
-0.1158,0.4038
-0.0512,0.4169
0.1120,0.3077
0.2968,0.1384
0.3077,-0.1120
0.1384,-0.2968
-0.1120,-0.3077
-0.2968,-0.1384
-0.3077,0.1120
-0.1384,0.2968
0.0906,0.2490
0.2402,0.1120
0.2490,-0.0906
0.1120,-0.2402
-0.0906,-0.2490
-0.2402,-0.1120
-0.2490,0.0906
-0.1120,0.2402
0.0693,0.1903
0.1835,0.0856
0.1903,-0.0693
0.0856,-0.1835
-0.0693,-0.1903
-0.1835,-0.0856
-0.1903,0.0693
-0.0856,0.1835
0.0479,0.1316
0.1269,0.0592
-0.1316,0.0479
0.0592,-0.1269
-0.0479,-0.1316
-0.1269,-0.0592
-0.1316,0.0479
-0.0592,0.1269
